"Nature" "When.Reported" "Occurred.Between" "Case.." "Location" "Disposition"
"162" "Sick/Inj Person" "9/8/13 12:05" "2013-09-08 12:05:37 and 2013-09-08 12:05:37" "1309-0094" "810 W TENNESSEE ST; DEGRAFF WEST" "CLO"
"163" "Sick/Inj Person" "12/10/13 11:57" "2013-12-10 11:57:48 and 2013-12-10 11:57:48" "1312-0110" "641 UNIVERSITY WAY; DODD HALL" "CLO"
"164" "Special Assignm" "11/21/13 19:51" "2013-11-21 19:51:20 and 2013-11-21 19:51:20" "1311-0322" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"165" "Sick/Inj Person" "8/2/13 15:35" "2013-08-02 15:35:01 and 2013-08-02 15:35:01" "1308-0008" "143 HONORS WAY; JOHNSTON BLDG" "CLO"
"166" "Drugs" "2/8/13 0:13" "2013-02-08 00:13:07 and 2013-02-08 00:13:07" "1302-0075" "1900 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 1" "CLO"
"167" "Found Property" "9/5/13 23:19" "2013-09-05 23:19:24 and 2013-09-05 23:19:24" "1309-0068" "400 CHAPEL DR; Bike Trail" "CLO"
"168" "Theft" "4/26/13 10:40" "2013-04-26 10:40:22 and 2013-04-26 10:40:22" "1304-0306" "89 N WOODWARD AVE; UNION" "CLO"
"169" "Theft" "8/29/13 2:31" "2013-08-29 02:31:33 and 2013-08-29 02:31:33" "1308-0221" "W JEFFERSON ST" "CLO"
"170" "Fire Alarm" "4/25/13 20:30" "2013-04-25 20:30:13 and 2013-04-25 20:30:13" "1304-0280" "250 S WOODWARD AVE; STAVROS CENTER" "CLO"
"171" "Found Property" "5/10/13 18:03" "2013-05-10 18:03:03 and 2013-05-10 18:03:03" "1305-0078" "411 STADIUM DR; CAMPBELL STADIUM" "CLO"
"172" "Investigation" "5/6/13 8:18" "2013-05-06 08:18:43 and 2013-05-06 08:18:43" "1305-0055" "122 N COPELAND ST; HOUSEWRIGHT MUSIC BLDG" "CLO"
"173" "Drugs" "1/7/13 4:33" "2013-01-07 04:33:37 and 2013-01-07 04:33:37" "1301-0018" "89 N WOODWARD AVE; UNION" "PEN"
"174" "Sick/Inj Person" "1/30/13 15:02" "2013-01-30 15:02:01 and 2013-01-30 15:02:01" "1301-0294" "118 VARSITY WAY; LEACH CENTER" "CLO"
"175" "Sick/Inj Person" "2/13/13 17:34" "2013-02-13 17:34:10 and 2013-02-13 17:34:10" "1302-0137" "1117 SPIRIT WAY; Womens Softball Field" "CLO"
"176" "Sick/Inj Person" "8/26/13 19:12" "2013-08-26 19:12:32 and 2013-08-26 19:12:32" "1308-0168" "874 TRADITIONS WAY; STUDENT SERVICES BLDG" "CLO"
"177" "Rape" "6/27/13 6:41" "2013-06-27 06:41:31 and 2013-06-27 06:41:31" "1306-0171" "126 CONVOCATION WAY; MURPHREE HALL" "CLO"
"178" "Marchman Act" "10/6/13 3:26" "2013-10-06 03:26:58 and 2013-10-06 03:26:58" "1310-0064" "126 CONVOCATION WAY; MURPHREE HALL" "CLO"
"179" "Drugs" "4/3/13 22:49" "2013-04-03 22:49:24 and 2013-04-03 22:49:24" "1304-0030" "1147 ACADEMIC WAY; ROGERS HALL" "PEN"
"180" "Found Property" "3/14/13 8:30" "2013-03-14 08:30:00 and 2013-03-14 08:30:00" "1303-0113" "CONVOCATION WAY" "CLO"
"181" "Traff Crash 4" "2/12/13 15:26" "2013-02-12 15:26:02 and 2013-02-12 15:26:02" "1302-0127" "100 S WOODWARD AVE; WOODJEFF LOT" "CLO"
"182" "Agency Assist" "7/9/13 12:14" "2013-07-09 11:55:00 and 2013-07-09 12:13:52" "1307-0054" "ROBERTS AVE" "CLO"
"183" "Agency Assist" "4/19/13 19:42" "2013-04-19 19:42:19 and 2013-04-19 19:42:19" "1304-0208" "814 W TENNESSEE ST; DEGRAFF LOT" "CLO"
"184" "Burglary" "4/23/13 12:44" "2013-04-23 09:30:00 and 2013-04-23 10:30:00" "1304-0240" "806 UNIVERSITY WAY; DEVINEY HALL" "CLO"
"185" "Traff Crash 4" "7/29/13 11:02" "2013-07-29 11:02:19 and 2013-07-29 11:02:19" "1307-0256" "104 N WOODWARD AVE; Parking Garage #1" "CLO"
"186" "Citizen Assist" "3/29/13 18:12" "2013-03-29 18:12:27 and 2013-03-29 18:12:27" "1303-0268" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"187" "Sick/Inj Person" "10/21/13 21:16" "2013-10-21 21:16:32 and 2013-10-21 21:16:32" "1310-0261" "W JEFFERSON ST" "CLO"
"188" "Theft" "3/6/13 14:53" "2013-03-06 14:53:24 and 2013-03-06 14:53:24" "1303-0062" "1944 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 10" "CLO"
"189" "Suspicious" "3/9/13 11:58" "2013-03-09 11:58:03 and 2013-03-09 11:58:03" "1303-0095" "74 CHIEFTAN WAY; KELLUM HALL room 1008" "CLO"
"190" "Traffic Offense" "12/1/13 15:28" "2013-12-01 15:28:00 and 2013-12-01 15:28:07" "1312-0003" "W TENNESSEE ST" "CLO"
"191" "Theft" "3/19/13 22:05" "2013-03-19 19:45:00 and 2013-03-19 20:00:00" "1303-0164" "118 VARSITY WAY; LEACH CENTER" "CLO"
"192" "Traffic Offense" "2/22/13 0:44" "2013-02-22 00:44:09 and 2013-02-22 00:44:10" "1302-0223" "N WOODWARD AVE" "CLO"
"193" "Marchman Act" "11/16/13 2:50" "2013-11-16 02:50:02 and 2013-11-16 02:50:02" "1311-0229" "938 W JEFFERSON ST; WILDWOOD NO.1" "CLO"
"194" "Special Assignm" "10/30/13 20:34" "2013-10-30 20:34:41 and 2013-10-30 20:34:41" "1310-0409" "829 W PENSACOLA ST; CHI PHI" "CLO"
"195" "Theft" "10/25/13 13:00" "2013-10-25 13:00:09 and 2013-10-25 13:00:09" "1310-0319" "78 CHIEFTAN WAY; SMITH HALL" "CLO"
"196" "Investigation" "9/16/13 10:52" "2013-09-13 10:52:13 and 2013-09-16 10:52:13" "1309-0198" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"197" "Sick/Inj Person" "2/13/13 9:30" "2013-02-13 09:29:57 and 2013-02-13 09:29:57" "1302-0132" "1800 E PAUL DIRAC DR; Magnetic Lab" "CLO"
"198" "Traff Crash 4" "2/13/13 13:26" "2013-02-13 13:20:00 and 2013-02-13 13:26:27" "1302-0135" "860 TRADITIONS WAY; PARKING GARAGE #2" "CLO"
"199" "Crim Mischief" "4/16/13 19:20" "2013-04-16 19:20:30 and 2013-04-16 19:20:30" "1304-0166" "285 CHAMPIONS WAY; UNIVERSITY CENTER LOTS" "CLO"
"200" "Found Property" "1/17/13 14:21" "2013-01-17 14:15:00 and 2013-01-17 14:21:21" "1301-0132" "78 CHIEFTAN WAY; SMITH HALL" "CLO"
"201" "Alcohol Offense" "1/18/13 1:05" "2013-01-18 01:05:11 and 2013-01-18 01:05:11" "1301-0149" "459 W COLLEGE AVE; Potbellies" "CLO"
"202" "Traffic Offense" "4/17/13 19:34" "2013-04-17 19:34:38 and 2013-04-17 19:34:40" "1304-0177" "DEWEY ST" "PAT"
"203" "Trespassing" "12/4/13 2:47" "2013-12-04 02:47:46 and 2013-12-04 02:47:46" "1312-0036" "285 CHAMPIONS WAY; UNIVERSITY CENTER LOTS" "PEN"
"204" "Trespassing" "9/20/13 9:38" "2013-09-20 09:38:42 and 2013-09-20 09:38:42" "1309-0243" "116 HONORS WAY; STROZIER LIBRARY" "CLO"
"205" "Crim Mischief" "4/29/13 13:51" "2013-04-26 00:00:00 and 2013-04-29 13:51:28" "1304-0334" "1900 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 1" "CLO"
"206" "Sick/Inj Person" "10/18/13 14:49" "2013-10-18 14:49:50 and 2013-10-18 14:49:50" "1310-0225" "555 W PENSACOLA ST; TURNBULL CONFERENCE CENTER" "CLO"
"207" "Crim Mischief" "6/26/13 1:36" "2013-06-26 01:36:01 and 2013-06-26 01:36:01" "1306-0157" "HERITAGE GROVE CIR" "CLO"
"208" "Crim Mischief" "2/22/13 5:26" "2013-02-22 05:25:54 and 2013-02-22 05:25:54" "1302-0227" "990 LEARNING WAY; CENTRAL UTIL. PLANT STORAGE" "CLO"
"209" "Lost Property" "6/17/13 15:27" "2013-06-17 15:27:00 and 2013-06-17 15:27:00" "1306-0099" NA "CLO"
"210" "Alcohol Offense" "2/7/13 23:44" "2013-02-07 23:44:25 and 2013-02-07 23:44:25" "1302-0074" "1900 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 1" "PEN"
"211" "Sick/Inj Person" "3/27/13 15:19" "2013-03-27 15:19:00 and 2013-03-27 15:19:00" "1303-0231" "110 S WOODWARD AVE; Center for Global Engagement" "CLO"
"212" "DUI" "9/8/13 2:23" "2013-09-08 02:23:06 and 2013-09-08 02:23:07" "1309-0092" "COLLIER ST" "PEN"
"213" "Hazing" "10/24/13 11:57" "2013-10-24 11:57:33 and 2013-10-24 11:57:33" "1310-0293" "447 W COLLEGE AVE; PHI SIGMA KAPPA" "CLO"
"214" "Traffic Offense" "11/20/13 10:10" "2013-11-20 10:10:34 and 2013-11-20 10:10:35" "1311-0299" "STADIUM DR" "PEN"
"215" "Sick/Inj Person" "11/15/13 9:16" "2013-11-15 09:16:14 and 2013-11-15 09:16:14" "1311-0219" "STADIUM DR & W CALL ST" "CLO"
"216" "DUI" "7/4/13 2:45" "2013-07-04 02:45:16 and 2013-07-04 02:45:18" "1307-0017" "W TENNESSEE ST & STADIUM DR" "PEN"
"217" "Traff Crash 4" "2/2/13 14:35" "2013-02-02 14:35:21 and 2013-02-02 14:35:21" "1302-0020" "N COPELAND ST & W CALL ST" "CLO"
"218" "Found Property" "8/1/13 20:20" "2013-08-01 12:00:00 and 2013-08-01 20:20:00" "1308-0005" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"219" "Traff Hit/Run 3" "10/5/13 19:55" "2013-10-05 19:55:13 and 2013-10-05 19:55:13" "1310-0057" "HERITAGE GROVE CIR" "EXP"
"220" "Sick/Inj Person" "4/15/13 6:42" "2013-04-15 06:42:45 and 2013-04-15 06:42:45" "1304-0145" "938 W JEFFERSON ST; WILDWOOD NO.1" "CLO"
"221" "Theft" "10/18/13 13:19" "2013-10-14 10:00:00 and 2013-10-15 08:30:00" "1310-0224" "1920 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 6" "CLO"
"222" "Alcohol Offense" "1/17/13 23:40" "2013-01-17 23:40:14 and 2013-01-17 23:40:14" "1301-0144" "1947 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 13" "PEN"
"223" "Alcohol Offense" "2/3/13 0:06" "2013-02-03 00:06:51 and 2013-02-03 00:06:51" "1302-0024" "829 W PENSACOLA ST; CHI PHI" "PEN"
"224" "Found Property" "12/20/13 12:59" "2013-12-20 12:59:02 and 2013-12-20 12:59:02" "1312-0184" "W JEFFERSON ST" "ASN"
"225" "Marchman Act" "11/17/13 2:39" "2013-11-17 02:38:44 and 2013-11-17 02:38:44" "1311-0257" "938 W JEFFERSON ST; WILDWOOD NO.1" "CLO"
"226" "Crim Mischief" "2/16/13 2:13" "2013-02-16 02:13:31 and 2013-02-16 02:13:31" "1302-0161" "HONORS WAY" "CLO"
"227" "Sick/Inj Person" "11/3/13 0:57" "2013-11-03 00:57:26 and 2013-11-03 00:57:26" "1311-0086" "411 STADIUM DR; CAMPBELL STADIUM" "CLO"
"228" "Drugs" "11/25/13 0:05" "2013-11-25 00:05:32 and 2013-11-25 00:05:32" "1311-0375" "1107 W CALL ST; NEW PSYCHOLOGY BLDG" "PEN"
"229" "Traff Crash 4" "11/26/13 8:03" "2013-11-26 08:03:52 and 2013-11-26 08:03:52" "1311-0386" "CONRADI ST & W CALL ST" "CLO"
"230" "Found Property" "2/18/13 15:35" "2013-02-18 13:00:00 and 2013-02-18 13:30:00" "1302-0191" "119 HONORS WAY; CAWTHON HALL" "CLO"
"231" "Theft" "10/17/13 16:42" "2013-10-17 16:42:42 and 2013-10-17 16:42:42" "1310-0211" "1106 W CALL ST; SALLEY HALL" "CLO"
"232" "Traffic Offense" "5/28/13 11:24" "2013-05-28 11:24:12 and 2013-05-28 11:24:16" "1305-0191" "1530 JACKSON BLUFF RD" "CLO"
"233" "Wanted Person" "7/31/13 9:19" "2013-07-31 09:19:30 and 2013-07-31 09:54:30" "1307-0278" "222 OCALA RD; Apt 509" "PEN"
"234" "Fire Alarm" "7/28/13 2:19" "2013-07-28 02:19:12 and 2013-07-28 02:19:12" "1307-0253" "1939 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 14" "CLO"
"235" "Sick/Inj Person" "2/7/13 11:07" "2013-02-07 11:07:18 and 2013-02-07 11:07:18" "1302-0065" "319 STADIUM DR; KING LIFE SCI. BLDG" "CLO"
"236" "Fire Alarm" "11/22/13 0:29" "2013-11-22 00:29:52 and 2013-11-22 00:29:52" "1311-0329" "127 HONORS WAY; JOHNSTON BLDG ANNEX" "CLO"
"237" "Traff Crash 4" "4/6/13 16:28" "2013-04-06 16:28:09 and 2013-04-06 16:28:09" "1304-0058" "S COPELAND ST & W COLLEGE AVE" "CLO"
"238" "Agency Assist" "3/2/13 22:28" "2013-03-02 22:28:46 and 2013-03-02 22:28:46" "1303-0015" "414 WALKER ST; Parking Garage #6" "CLO"
"239" "Disturbance" "8/23/13 9:18" "2013-08-23 09:18:24 and 2013-08-23 09:18:24" "1308-0128" "126 CONVOCATION WAY; MURPHREE HALL" "CLO"
"240" "Traffic Offense" "2/18/13 22:40" "2013-02-18 22:40:35 and 2013-02-18 22:40:37" "1302-0196" "DEWEY ST" "PEN"
"241" "Traff Crash 4" "9/11/13 19:00" "2013-09-11 19:00:21 and 2013-09-11 19:00:21" "1309-0137" "268 CHIEFTAN WAY; WOMENS SOFTBALL LOT" "CLO"
"242" "Fraud" "10/13/13 11:16" "2013-10-13 11:16:23 and 2013-10-13 11:16:23" "1310-0150" "736 W VIRGINIA ST" "PEN"
"243" "Suspicious Act." "11/27/13 13:40" "2013-11-27 13:40:33 and 2013-11-27 13:40:33" "1311-0397" "508 S MACOMB ST; PARKING GARAGE #5" "CLO"
"244" "Fraud" "11/2/13 19:59" "2013-11-02 19:59:12 and 2013-11-02 19:59:12" "1311-0073" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"245" "Baker Act" "4/12/13 23:51" "2013-04-12 23:51:54 and 2013-04-12 23:51:54" "1304-0125" "400 CHAPEL DR; Bike Trail" "CLO"
"246" "Trespassing" "2/17/13 3:37" "2013-02-17 03:37:08 and 2013-02-17 03:37:08" "1302-0178" "403 STADIUM DR; UNIVERSITY CENTER D" "CLO"
"247" "Sick/Inj Person" "9/29/13 19:29" "2013-09-29 19:29:23 and 2013-09-29 19:29:23" "1309-0330" "506 W PENSACOLA ST; COLLEGE OF LAW" "CLO"
"248" "Found Property" "9/3/13 16:17" "2013-09-03 16:17:45 and 2013-09-03 16:17:45" "1309-0031" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"249" "Theft" "7/3/13 15:42" "2013-07-03 12:15:00 and 2013-07-03 14:45:00" "1307-0012" "116 HONORS WAY; STROZIER LIBRARY" "CLO"
"250" "Agency Assist" "1/6/13 4:42" "2013-01-06 04:42:45 and 2013-01-06 04:42:45" "1301-0014" "POTTSDAMER ST" "CLO"
"251" "Traff Hit/Run 3" "1/11/13 15:48" "2013-01-11 13:00:00 and 2013-01-11 15:45:00" "1301-0070" "2525 POTTSDAMER ST; COLLEGE OF ENGINEERING" "CLO"
"252" "Fire Alarm" "2/11/13 19:50" "2013-02-11 19:50:00 and 2013-02-11 19:50:00" "1302-0116" "812 W JEFFERSON ST; DORMAN HALL" "CLO"
"253" "Sick/Inj Person" "7/16/13 13:12" "2013-07-16 13:12:03 and 2013-07-16 13:12:03" "1307-0112" "118 VARSITY WAY; LEACH CENTER" "CLO"
"254" "DUI" "4/23/13 0:56" "2013-04-23 00:56:57 and 2013-04-23 00:56:59" "1304-0236" "DEWEY ST" "PEN"
"255" "Crim Mischief" "2/8/13 17:25" "2013-02-08 17:25:31 and 2013-02-08 17:25:31" "1302-0085" "625 UNIVERSITY WAY; DIFFENBAUGH BLDG" "CLO"
"256" "Theft" "8/12/13 9:28" "2013-08-12 09:28:04 and 2013-08-12 09:28:04" "1308-0066" "2525 POTTSDAMER ST; COLLEGE OF ENGINEERING" "CLO"
"257" "Baker Act" "9/4/13 10:45" "2013-09-04 10:45:13 and 2013-09-04 10:45:13" "1309-0037" "942 LEARNING WAY; STUDENT LIFE BUILDING" "CLO"
"258" "Traffic Offense" "12/30/13 21:18" "2013-12-30 21:18:20 and 2013-12-30 21:18:22" "1312-0202" "STADIUM DR & W PENSACOLA ST" "CLO"
"259" "Sick/Inj Person" "5/29/13 4:00" "2013-05-29 04:00:17 and 2013-05-29 04:00:17" "1305-0199" "N WOODWARD AVE & W TENNESSEE ST" "CLO"
"260" "Investigation" "10/25/13 8:10" "2013-10-25 08:10:14 and 2013-10-25 08:10:14" "1310-0312" "821 ACADEMIC WAY; ROVETTA BLDG B" "CLO"
"261" "Harassment" "8/30/13 18:04" "2013-08-30 18:04:35 and 2013-08-30 18:04:35" "1308-0257" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"262" "Found Property" "10/16/13 18:18" "2013-10-16 18:18:00 and 2013-10-16 18:18:00" "1310-0199" "625 UNIVERSITY WAY; DIFFENBAUGH BLDG" "CLO"
"263" "Sick/Inj Person" "8/27/13 18:27" "2013-08-27 18:26:54 and 2013-08-27 18:26:54" "1308-0187" "119 HONORS WAY; CAWTHON HALL" "CLO"
"264" "Sick/Inj Person" "10/30/13 2:11" "2013-10-30 02:10:36 and 2013-10-30 02:10:36" "1310-0393" "808 W TENNESSEE ST; DEGRAFF EAST" "CLO"
"265" "Crim Mischief" "4/22/13 10:43" "2013-04-22 10:43:15 and 2013-04-22 10:43:15" "1304-0229" "1900 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 1" "CLO"
"266" "Theft" "9/3/13 8:23" "2013-08-30 15:30:00 and 2013-09-03 08:23:23" "1309-0022" "322 STADIUM DR; Scholarship Foundation House" "CLO"
"267" "Disturbance" "5/1/13 23:24" "2013-05-01 23:24:00 and 2013-05-01 23:24:00" "1305-0009" "150 BLISS DR" "CLO"
"268" "Theft" "3/28/13 13:17" "2013-03-06 17:00:00 and 2013-03-18 08:00:00" "1303-0246" "1114 W CALL ST; STONE BLDG" "CLO"
"269" "Found Property" "12/16/13 17:43" "2013-12-16 17:43:22 and 2013-12-16 17:43:22" "1312-0166" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"270" "Fire Alarm" "7/7/13 22:24" "2013-07-07 22:24:29 and 2013-07-07 22:24:29" "1307-0039" "98 VARSITY WAY; DUXBURY HALL - NURSING" "CLO"
"271" "Disturbance" "4/13/13 15:48" "2013-04-13 15:48:23 and 2013-04-13 15:48:23" "1304-0136" "1122 SPIRIT WAY; PARKING GARAGE #3" "PEN"
"272" "Fire Alarm" "2/5/13 19:42" "2013-02-05 19:42:05 and 2013-02-05 19:42:05" "1302-0051" "702 UNIVERSITY WAY; GILCHRIST HALL" "CLO"
"273" "Marchman Act" "11/23/13 4:38" "2013-11-23 04:38:15 and 2013-11-23 04:38:15" "1311-0345" "808 W TENNESSEE ST; DEGRAFF EAST" "CLO"
"274" "Sick/Inj Person" "5/18/13 15:30" "2013-05-18 15:30:10 and 2013-05-18 15:30:10" "1305-0129" "270 CHIEFTAN WAY; HOWSER STADIUM" "CLO"
"275" "Theft" "9/5/13 13:26" "2013-09-04 10:00:00 and 2013-09-04 22:00:00" "1309-0053" "143 HONORS WAY; JOHNSTON BLDG" "CLO"
"276" "Investigation" "10/27/13 16:57" "2013-10-27 16:35:00 and 2013-10-27 16:57:00" "1310-0363" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"277" "Found Property" "3/4/13 16:47" "2013-03-03 20:00:00 and 2013-03-03 21:00:00" "1303-0034" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"278" "Found Property" "5/14/13 22:41" "2013-05-14 22:41:33 and 2013-05-14 22:41:33" "1305-0102" "W COLLEGE AVE & S MACOMB ST" "CLO"
"279" "Alcohol Offense" "8/30/13 23:54" "2013-08-30 23:54:28 and 2013-08-30 23:54:28" "1308-0259" "1920 HERITAGE GROVE CIR; HERITAGE GROVE BLDG 6" "PEN"
"280" "Intox Person 2" "11/16/13 18:00" "2013-11-16 18:00:17 and 2013-11-16 18:00:17" "1311-0251" "810 W TENNESSEE ST; DEGRAFF WEST" "CLO"
"281" "Traff Crash 4" "10/8/13 13:42" "2013-10-08 13:42:19 and 2013-10-08 13:42:19" "1310-0083" "414 WALKER ST; Parking Garage #6" "CLO"
"282" "Fire Alarm" "12/7/13 10:48" "2013-12-07 10:47:49 and 2013-12-07 10:47:49" "1312-0077" "130 COLLEGIATE LOOP; MONTGOMERY" "CLO"
"283" "Investigation" "9/13/13 15:20" "2013-09-13 15:20:38 and 2013-09-13 15:20:38" "1309-0166" "134 CONVOCATION WAY; REYNOLDS HALL" "CLO"
"284" "Found Property" "11/1/13 9:34" "2013-11-01 09:34:23 and 2013-11-01 09:34:23" "1311-0015" "411 STADIUM DR; CAMPBELL STADIUM" "CLO"
"285" "Suspicious Act." "11/1/13 23:17" "2013-11-01 23:17:21 and 2013-11-01 23:17:21" "1311-0030" "1147 ACADEMIC WAY; ROGERS HALL" "CLO"
"286" "Crim Mischief" "9/6/13 2:08" "2013-09-06 02:08:17 and 2013-09-06 02:08:17" "1309-0070" "223 S COPELAND ST; BRINKLEY LOT" "PEN"
"287" "Traffic Offense" "12/11/13 13:04" "2013-12-11 13:04:44 and 2013-12-11 13:04:45" "1312-0124" "W PENSACOLA ST" "PEN"
"288" "Marchman Act" "5/17/13 22:21" "2013-05-17 22:20:59 and 2013-05-17 22:20:59" "1305-0127" "144 HONORS WAY; LANDIS GREEN" "CLO"
"289" "Property Damage" "12/6/13 15:46" "2013-12-06 15:45:56 and 2013-12-06 15:45:56" "1312-0064" "3950 TYSON RD; INTRAMURAL COMPLEX" "CLO"
"290" "Alcohol Offense" "9/14/13 15:31" "2013-09-14 15:31:51 and 2013-09-14 15:31:51" "1309-0173" "830 W JEFFERSON ST; TANNER HALL" "PAT"
"291" "Alcohol Offense" "11/16/13 14:11" "2013-11-16 14:11:49 and 2013-11-16 14:11:49" "1311-0238" "W PENSACOLA ST" "PEN"
"292" "Traff Crash 4" "5/28/13 9:14" "2013-05-28 09:10:00 and 2013-05-28 09:10:00" "1305-0189" "151 BLISS DR" "CLO"
"293" "Theft" "7/11/13 15:39" "2013-07-08 15:00:00 and 2013-07-11 15:39:50" "1307-0075" "116 HONORS WAY; STROZIER LIBRARY" "CLO"
"294" "Alcohol Offense" "7/24/13 23:37" "2013-07-24 23:37:50 and 2013-07-24 23:37:50" "1307-0207" "656 W TENNESSEE ST" "PEN"
"295" "Burglary" "7/8/13 12:05" "2013-07-08 12:05:51 and 2013-07-08 12:05:51" "1307-0044" "288 CHAMPIONS WAY; UNIVERSITY CENTER B" "CLO"
"296" "Fire Alarm" "12/5/13 20:09" "2013-12-05 20:09:34 and 2013-12-05 20:09:34" "1312-0053" "143 HONORS WAY; JOHNSTON BLDG" "CLO"
"297" "Sick/Inj Person" "2/28/13 2:45" "2013-02-28 02:45:32 and 2013-02-28 02:45:32" "1302-0291" "74 CHIEFTAN WAY; KELLUM HALL" "CLO"
"298" "Theft" "4/17/13 12:23" "2013-04-17 11:45:00 and 2013-04-17 12:00:00" "1304-0173" "111 N WOODWARD AVE; FISHER LECTURE HALL" "CLO"
"299" "DUI" "3/22/13 2:52" "2013-03-22 02:52:24 and 2013-03-22 02:52:25" "1303-0188" "W TENNESSEE ST & BASIN ST" "PEN"
"300" "Special Assignm" "7/11/13 11:11" "2013-07-11 11:11:01 and 2013-07-11 22:00:00" "1307-0074" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"301" "Information Bul" "10/17/13 13:16" "2013-10-17 13:16:23 and 2013-10-17 13:16:23" "1310-0207" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"302" "Marchman Act" "9/15/13 0:23" "2013-09-15 00:23:03 and 2013-09-15 00:23:03" "1309-0182" "804 W CALL ST; ROVETTA - BLDG A" "CLO"
"303" "Found Property" "11/7/13 9:24" "2013-11-07 09:24:13 and 2013-11-07 09:24:13" "1311-0146" "269 CHIEFTAN WAY; CIRCUS HUT TICKET BOOTH" "CLO"
"304" "Lost Property" "5/30/13 7:55" "2013-05-30 07:54:31 and 2013-05-30 07:54:31" "1305-0213" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"305" "Marchman Act" "1/17/13 2:21" "2013-01-17 02:21:34 and 2013-01-17 02:21:34" "1301-0127" "808 W TENNESSEE ST; DEGRAFF EAST" "CLO"
"306" "Traff Hit/Run 3" "8/29/13 2:39" "2013-08-29 02:30:00 and 2013-08-29 02:39:53" "1308-0220" "VARSITY DR & W ST AUGUSTINE ST" "CLO"
"307" "Fire Alarm" "10/23/13 8:19" "2013-10-23 08:18:57 and 2013-10-23 08:18:57" "1310-0280" "1300 JACKSON BLUFF RD; STADIUM PLACE" "CLO"
"308" "Burglary" "11/4/13 10:01" "2013-11-01 17:00:00 and 2013-11-04 08:56:00" "1311-0109" "89 N WOODWARD AVE; UNION" "PEN"
"309" "Alcohol Offense" "11/17/13 1:16" "2013-11-17 01:16:30 and 2013-11-17 01:16:30" "1311-0254" "511 W COLLEGE AVE; Commuter Lot" "PEN"
"310" "Found Property" "5/14/13 7:43" "2013-05-14 07:43:00 and 2013-05-14 07:43:00" "1305-0092" "830 W JEFFERSON ST; TANNER HALL" "CLO"
"311" "Alcohol Offense" "7/18/13 0:35" "2013-07-18 00:35:40 and 2013-07-18 00:35:40" "1307-0137" "W TENNESSEE ST" "PEN"
"312" "Found Property" "6/16/13 16:08" "2013-06-16 16:08:19 and 2013-06-16 16:08:19" "1306-0095" "322 STADIUM DR; Scholarship Foundation House" "CLO"
"313" "Investigation" "5/6/13 9:42" "2013-05-06 09:42:49 and 2013-05-06 09:42:49" "1305-0058" "282 CHAMPIONS WAY; UNIVERSITY CENTER A" "CLO"
"314" "Disorderly" "2/17/13 21:09" "2013-02-17 21:08:45 and 2013-02-17 21:08:45" "1302-0184" "1904 HERITAGE GROVE CIR" "CLO"
"315" "Fire Alarm" "8/23/13 9:24" "2013-08-23 09:23:44 and 2013-08-23 09:23:44" "1308-0126" "145 CONVOCATION WAY; EPPES HALL" "CLO"
"316" "Special Assignm" "8/27/13 21:55" "2013-08-27 21:55:48 and 2013-08-27 21:55:48" "1308-0195" "830 W JEFFERSON ST; TANNER HALL" NA
"317" "Sick/Inj Person" "9/16/13 21:03" "2013-09-16 21:03:29 and 2013-09-16 21:03:29" "1309-0204" "3950 TYSON RD; INTRAMURAL COMPLEX" "CLO"
"318" "Sick/Inj Person" "10/14/13 10:45" "2013-10-14 10:44:21 and 2013-10-14 10:44:21" "1310-0160" "126 CONVOCATION WAY; MURPHREE HALL" "CLO"
"319" "Investigation" "6/19/13 11:16" "2013-06-19 11:16:09 and 2013-06-19 11:16:09" "1306-0113" "Homeless Shelter Tennessee St" "CLO"
"320" "Baker Act" "9/11/13 21:40" "2013-09-11 21:40:58 and 2013-09-11 21:40:58" "1309-0142" "525 STADIUM DR; MOORE ATHLETIC CENTER" "CLO"
"321" "Fire" "4/25/13 23:48" "2013-04-25 23:48:50 and 2013-04-25 23:48:50" "1304-0289" "77 CHIEFTAN WAY; KEEN BLDG" "CLO"
"322" "Traff Crash 4" "11/19/13 19:41" "2013-11-19 19:40:59 and 2013-11-19 19:40:59" "1311-0291" "508 S MACOMB ST; PARKING GARAGE #5" "CLO"
